page,type,notation,context
422,scale_degrees,"3
3
3",œ ‰ œ ‰ œ œ œ ‰ œ œ# 3 3 œn ‰ œ ‰ œ œ œ ‰ œ œn 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ J œ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ œ œ ˙ ’ ’
422,scale_degrees,"3
3
3",‰ œ ‰ œ œ œ ‰ œ œn 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ J œ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ œ œ ˙ ’ ’ ’ ’ Û ‰ Û ‰ Û Û Û ‰ ‰ J Û 3
422,scale_degrees,"3
3
3",œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ J œ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ œ œ ˙ ’ ’ ’ ’ Û ‰ Û ‰ Û Û Û ‰ ‰ J Û 3 3 3 ’ ’ ’ ’ œ œ œ ˙ ’ ’ ’ ’
422,scale_degrees,"3
3
3",œ ‰ œ œ œ ‰ ‰ jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ J œ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ œ œ ˙ ’ ’ ’ ’ Û ‰ Û ‰ Û Û Û ‰ ‰ J Û 3 3 3 ’ ’ ’ ’ œ œ œ ˙ ’ ’ ’ ’ 333 ’ ’ ’ ’ ƒ ƒ ˙ ˙ ’ ’ ’
422,scale_degrees,"3
3
3",œ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ œ œ ˙ ’ ’ ’ ’ Û ‰ Û ‰ Û Û Û ‰ ‰ J Û 3 3 3 ’ ’ ’ ’ œ œ œ ˙ ’ ’ ’ ’ 333 ’ ’ ’ ’ ƒ ƒ ˙ ˙ ’ ’ ’ ’ ’ ’ ’ ’ œ ‰ œ ‰ œ œ ˙ 3 3 œ ‰ œ ‰ œ# œ ˙ 3
484,scale_degrees,"3
3
3",œ œb œ œ œ œ @ ’ ’ ’ ’ ∑ ˙ œ œ œ 16 ’ ’ ’ ’ bbH ∑ Ó œ œ œ œ 3 œ œ œ œ œ œ ˙ 3 3 œ œ œ œ œ œ œ œ œ œ 3 3 3 wn ˙ œ œ œ œ ’ ’ ’ ’ Ó œ œ œ œ œ œ 3 3 ∑ ∑ ∑ ∑ ∑ ∑ œ œ œ œ œ œ œ œ ’ ’ ’ ’ ∑ .œ œb œ œ œ œ œ 1
485,interval,A1,. ∑ œ œ ‰ Jœ ‰ Jœ ‰ Jœ 20 x x x x x x x x x x x x œx b13sus A13sus ∑ ∑ Ó œ œ œ# œ œ œ œ œ œ# œ œ œ œ œ œ œ ˙ w ∑ ’ ’ ’ ’
485,interval,A1,œ œ œ œ œ œ ∑ œ œ œ œ œ œ œ 7 21 x x x x x x x x x x œx œx A13sus Ó ‰ jœ œ œ with cl. ∑ œ œ œ œ ˙ Œ ∑ to soprano sax Ó
488,interval,A7,’ ’ ’ ∑ œb œb œb œb œ œ œ œ œn œn 3 36 ’ ’ ’ ’ (sim.) Bb-11 A7sus4 Bb-11 A7sus4 P œ œb œ œb œ œ œb œ œb œ œ œn œ œn œ ∑
488,interval,A7,œb œb œ œ œ œ œn œn 3 36 ’ ’ ’ ’ (sim.) Bb-11 A7sus4 Bb-11 A7sus4 P œ œb œ œb œ œ œb œ œb œ œ œn œ œn œ ∑ œ œb œ œn œ œ
489,scale_degrees,"3
3
3",‰ to alto sax. œ œ œ œ œ .œ œn œ œ œn œ œ œ .œ œn œ ‰ Jœ œ œ œ ˙ (tenor sax) ‰ jœ œ œœ œn œ œœœœ œ 3 3 3 œ œ œ œ œ ˙ ’ ’ ’ ’ ’ ∑ ‰ jœ œ œ œ ˙ œ œb œ œ œ ˙ ‰ Jœb œ œ œ ˙ ‰ Jœ œ œ œ ˙ ∑ œ œœ 3 œb œb œ
489,scale_degrees,"3
3
3",œ œ ˙ œ œb œ œ œ ˙ ‰ Jœb œ œ œ ˙ ‰ Jœ œ œ œ ˙ ∑ œ œœ 3 œb œb œ æ œ œ ˙ ’ ’ ’ ’ ’ œ œ œœ œb œ œœœœ œ 3 3 3 œ œ œœ œb œ œœœœ œ 3 3 3 42 x x x œx x x œ x x x x x 3 3 3 x Œ œ Ó G7sus F7sus4 P P P P P P F
489,scale_degrees,"3
3
3",œ œ œ ˙ ‰ Jœ œ œ œ ˙ ∑ œ œœ 3 œb œb œ æ œ œ ˙ ’ ’ ’ ’ ’ œ œ œœ œb œ œœœœ œ 3 3 3 œ œ œœ œb œ œœœœ œ 3 3 3 42 x x x œx x x œ x x x x x 3 3 3 x Œ œ Ó G7sus F7sus4 P P P P P P F F > > > > > > > > > > > >
489,scale_degrees,"3
3
3",b œ æ œ œ ˙ ’ ’ ’ ’ ’ œ œ œœ œb œ œœœœ œ 3 3 3 œ œ œœ œb œ œœœœ œ 3 3 3 42 x x x œx x x œ x x x x x 3 3 3 x Œ œ Ó G7sus F7sus4 P P P P P P F F > > > > > > > > > > > > > > > > > > > > > > > > > > > >
490,scale_degrees,"3
3
3",utt.) Œ ˙ ’ ’ ’ ( ab lib solo) .œ .œ ∑ .˙ ∑ ∑ .˙ slow gliss. Œ ˙ slow gliss. ∑ .˙ œ œ œ œ œ œ œ œ œ 3 3 3  volume swell+delay ∑ (organ) œ œ œ œ œ œ œ œ œ 3 3 3 .œ .œ 47 xœ xœ x xxxx .œ œ ‰ œ œ F#-11 P
490,scale_degrees,"3
3
3",gliss. Œ ˙ slow gliss. ∑ .˙ œ œ œ œ œ œ œ œ œ 3 3 3  volume swell+delay ∑ (organ) œ œ œ œ œ œ œ œ œ 3 3 3 .œ .œ 47 xœ xœ x xxxx .œ œ ‰ œ œ F#-11 P {D} P p p P P > > > > > > > > > > > > > > > > > > > >
490,interval,A7,J Û ‰ J Û Û 43 xœ xœ ‰ J xœ ‰ J xœ œ œ F7sus4 G7sus4 Ab7sus A7sus F7sus4 G7sus4 Ab7sus a7sus F7sus4 G7sus4 Ab7sus a7sus
491,scale_degrees,"3
3
3
3",3 Ó œ G@9 abH P P ÖpluÜnger F F F F ∑ ∑ ∑ .œ œ œn œ œ œ œ œn .œ ’ ’ ’ ’ œn œn œn œ œ œ œ œ œ œ œ œn 3 3 3 3 .œ œ œ œ œ œ œ œ .œ .œ œ œ œ œ œ œ œ .œ ∑ ∑ ∑ ∑ ∑ ∑ œb œb œb œ œ œ œ œ œ œ œ œ 3 3 3 3 ∑ œb
491,scale_degrees,"3
3
3
3",œ œ œ œ œ œn 3 3 3 3 .œ œ œ œ œ œ œ œ .œ .œ œ œ œ œ œ œ œ .œ ∑ ∑ ∑ ∑ ∑ ∑ œb œb œb œ œ œ œ œ œ œ œ œ 3 3 3 3 ∑ œb œb œb œ œ œ œ œ œ œ œ œ 3 3 3 3 œb œ œb œ œ œ œ 49 ’ ’ ’ ’ double time feel FH ∑ œ œ œ
491,scale_degrees,"3
3
3
3",.œ .œ œ œ œ œ œ œ œ .œ ∑ ∑ ∑ ∑ ∑ ∑ œb œb œb œ œ œ œ œ œ œ œ œ 3 3 3 3 ∑ œb œb œb œ œ œ œ œ œ œ œ œ 3 3 3 3 œb œ œb œ œ œ œ 49 ’ ’ ’ ’ double time feel FH ∑ œ œ œ œ œ œ œ œ œ œ .˙ ’ ’ ’ .˙ .˙ .˙ ∑ ∑ .
491,scale_degrees,"3
3
3",double time feel FH ∑ œ œ œ œ œ œ œ œ œ œ .˙ ’ ’ ’ .˙ .˙ .˙ ∑ ∑ .˙ .˙ ∑ œ œ œ œ 4 œ œ œ œ œ œ œ œ œ 3 3 3 ∑ œ œ œ œ œ œ œ œ œ 3 3 3 œ œ œ œ 4 50 ’ ’ ’ DH p p ∑ œ .œ œ œ œ œ œ@ 3 .˙@ Œ Ó Œ œ œ œ ’ ’ ’
491,scale_degrees,"3
3
3",œ œ œ œ œ œ œ œ .˙ ’ ’ ’ .˙ .˙ .˙ ∑ ∑ .˙ .˙ ∑ œ œ œ œ 4 œ œ œ œ œ œ œ œ œ 3 3 3 ∑ œ œ œ œ œ œ œ œ œ 3 3 3 œ œ œ œ 4 50 ’ ’ ’ DH p p ∑ œ .œ œ œ œ œ œ@ 3 .˙@ Œ Ó Œ œ œ œ ’ ’ ’ ’ ∑ ∑ Ó Œ œ# œ œ ∑ ∑ ˙ ˙ ˙
491,scale_degrees,"3
3
3",œ 3 3 œ œ œ œ œ œb œ œ œ œ œ œ œ œ œ 3 Ó Œ Û œ œ œ œ œ œb œ œ œ œ œ œ œ œ œ 3 œ œ œ œ œ œ œb œ œ œ 3 3 3 51 xœ x x xœ xœ x xœ xœ x x 3 3 3 œ Œ Œ back to half time B-7 A-11 P P ÖÜopen   WIANG HAENG (T
491,scale_degrees,"3
3
3",œ œ 3 Ó Œ Û œ œ œ œ œ œb œ œ œ œ œ œ œ œ œ 3 œ œ œ œ œ œ œb œ œ œ 3 3 3 51 xœ x x xœ xœ x xœ xœ x x 3 3 3 œ Œ Œ back to half time B-7 A-11 P P ÖÜopen   WIANG HAENG (THE NORTHERN RHAPSODY)   11 475
492,scale_degrees,"3
3
3",œ œ œ œ œ œ 3 3 œ œ œ œ œ œb 3 3 52 ’ ’ ’ ’ cH BbH ∑ œ œ œ œ ∑ œ œ œ œ œ ’ ’ ’ œn œ œn œ œ œ œ œ œ 3 3 3 Œ œ œ œ œ œ œ œ œ œ ∑ œ œ œ œ œ œ œ œ œ 3 3 3 ∑ œ œ œ œ ∑ œ œ œ œ œ œ œ œ œ 3 3 3 œ œ œ œ œ œ
492,scale_degrees,"3
3
3",H BbH ∑ œ œ œ œ ∑ œ œ œ œ œ ’ ’ ’ œn œ œn œ œ œ œ œ œ 3 3 3 Œ œ œ œ œ œ œ œ œ œ ∑ œ œ œ œ œ œ œ œ œ 3 3 3 ∑ œ œ œ œ ∑ œ œ œ œ œ œ œ œ œ 3 3 3 œ œ œ œ œ œ œ œ œ 3 3 3 ’ ’ ’ ∑ œ œ œ œ œ œ œ œ œ 3 3 3 53
492,scale_degrees,"3
3
3",œ œn œ œ œ œ œ œ 3 3 3 Œ œ œ œ œ œ œ œ œ œ ∑ œ œ œ œ œ œ œ œ œ 3 3 3 ∑ œ œ œ œ ∑ œ œ œ œ œ œ œ œ œ 3 3 3 œ œ œ œ œ œ œ œ œ 3 3 3 ’ ’ ’ ∑ œ œ œ œ œ œ œ œ œ 3 3 3 53 xœ x x xœ xœ x xœ xœ x 3 3 3 œ Œ GH
492,scale_degrees,"3
3
3",Œ œ œ œ œ œ œ œ œ œ ∑ œ œ œ œ œ œ œ œ œ 3 3 3 ∑ œ œ œ œ ∑ œ œ œ œ œ œ œ œ œ 3 3 3 œ œ œ œ œ œ œ œ œ 3 3 3 ’ ’ ’ ∑ œ œ œ œ œ œ œ œ œ 3 3 3 53 xœ x x xœ xœ x xœ xœ x 3 3 3 œ Œ GH FH P f ∑ œ œn œn œb œ Œ
492,scale_degrees,"3
3
3",œ œ œ œ 3 3 3 ∑ œ œ œ œ ∑ œ œ œ œ œ œ œ œ œ 3 3 3 œ œ œ œ œ œ œ œ œ 3 3 3 ’ ’ ’ ∑ œ œ œ œ œ œ œ œ œ 3 3 3 53 xœ x x xœ xœ x xœ xœ x 3 3 3 œ Œ GH FH P f ∑ œ œn œn œb œ Œ œb œn œb œ œ œb œn œb œ œb œb ’
492,scale_degrees,"3
3
3",œ œ œ œ œ œ 3 3 3 œ œ œ œ œ œ œ œ œ 3 3 3 ’ ’ ’ ∑ œ œ œ œ œ œ œ œ œ 3 3 3 53 xœ x x xœ xœ x xœ xœ x 3 3 3 œ Œ GH FH P f ∑ œ œn œn œb œ Œ œb œn œb œ œ œb œn œb œ œb œb ’ ’ ’ œ œn œ œb œ œb œb œ œ œ œb
492,scale_degrees,"3
3
3",3 3 œ Œ ∑ œ œb œb œb œ ∑ .˙ œ œ œ œb œb œb œb 3 3 ’ ’ ’ ∑ œ œb œb œb œb 3 54 xœ x x xœ xœ x xœ xœ x 3 3 3 œ Œ gbH ∑ œ œ ‰ Jœ ‰ Jœ œ œ ‰ Jœ ‰ Jœ œ# œ ‰ Jœ ‰ Jœ œ œ ‰ Jœn ‰ Jœb (end solo) Œ œn œ œn œ œ
492,scale_degrees,"3
3
3",œ œ ‰ Jœb ‰ Jœ œ# œ ‰ Jœ ‰ Jœ œ œ ‰ Jœb ‰ jœ ∑ Û Û ‰ J Û ‰ J Û (synth. pad) ∑ œ œ# œ œb œ œb œ œ œn 3 3 3 55 xœ xœ ‰ J xœ ‰ J xœ DH EbH G@9 (#11) f f f f f f f f f f f P F Ó Œ œ œ œ 3 w w w w w w w w
494,interval,A1,ax) ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ .Û Û Û Û Û Û .œ œ œ œ œ œ ∑ ∑ 64 ∑ DH A13sus E9sus DH A13sus E9sus F œ œ œ œ œ œ œ ∑ ∑ ∑ œ œ œ œ œ
494,interval,A1,∑ ∑ ∑ .Û Û Û Û Û Û .œ œ œ œ œ œ ∑ ∑ 64 ∑ DH A13sus E9sus DH A13sus E9sus F œ œ œ œ œ œ œ ∑ ∑ ∑ œ œ œ œ œ œ œ ∑ ∑ ∑ ∑ ∑ ∑
495,interval,A1,∑ ∑ ∑ ∑ ∑ ∑ Û Û Û Û Û Û Û Û œ œ œ œ œ œ œ œ ∑ ∑ 67 ∑ E9sus A13sus E9sus A13sus œ œ œ œ œ œ œ ∑ ∑ ∑ œ œ œ .œ œœœ œ ∑ ∑ ∑
495,interval,A1,Û Û Û Û Û Û Û Û œ œ œ œ œ œ œ œ ∑ ∑ 67 ∑ E9sus A13sus E9sus A13sus œ œ œ œ œ œ œ ∑ ∑ ∑ œ œ œ .œ œœœ œ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑
498,scale_degrees,"3
3
3",œ œ œ œ œ œ ∑ œb œ œ ‰ J œ ‰ J œ œ œb œ œ ‰ Jœ ‰ J œ œ œ œ œ ‰ J œ ‰ Jœb œ Œ œb œb œb œ œ œb œ œb œ 3 3 3 œb œb œ œb ≈ œ œ œ ‰ J Û Û œb œb œ œb ≈ œ œ œ ‰ J Û Û ∑ œb œb œb œb œ œ œ œn œb œ œb œ 3 3 3 3
498,scale_degrees,"3
3
3
3",œ œb œ 3 3 3 œb œb œ œb ≈ œ œ œ ‰ J Û Û œb œb œ œb ≈ œ œ œ ‰ J Û Û ∑ œb œb œb œb œ œ œ œn œb œ œb œ 3 3 3 3 81 .Û Û ‰ J Û ‰ J Û Û Eb/Db Eb/Db f ∑ ∑ .˙ .˙ .˙ .˙ .˙ .˙ .˙ ∑ .˙ .˙ .˙ .˙ ∑ ∑ ∑ œb œb œb œb
498,scale_degrees,"3
3
3",.Û Û ‰ J Û ‰ J Û Û Eb/Db Eb/Db f ∑ ∑ .˙ .˙ .˙ .˙ .˙ .˙ .˙ ∑ .˙ .˙ .˙ .˙ ∑ ∑ ∑ œb œb œb œb œ œ œ œ œ 3 3 3 82 xæ œ œ œ œ x x œ Œ Œ ( as written) ∑ ∑ œfast gliss. ˙ œ ˙ ˙ fast gliss. ˙ ‰ ≈œ# œ ˙fast gli
498,scale_degrees,"3
3
3",ss. ˙ œ ˙ ˙ fast gliss. ˙ ‰ ≈œ# œ ˙fast gliss Ó ‰ ≈œ œ ˙ ‰ ≈œ œ ˙ Œ ˙ ˙ ∑ ∑ ∑ œb œb œb œb œ œ œ œ œ 3 3 3 83 xæ œ œ œ œ œ œ œ x œ Œ f f ÖhaÜrmon f ~~~~~~~~~~~ ~~~~~~~~~~ ~~~~~~~~~~~~~~ > > > > >   WIA
500,scale_degrees,"3
3
3",Csus7 Bbsus7 Bbsus7 Bbsus7 ∑ Û Û Û Û œ œ œ œ ∑ Œ Œ œn œ Ó œ - œ œ œ œ - œ œb œ ∑ œ œ œ œ œ œ œ œ œ 3 3 3 œ- œ œb œ Û Û Û Û œ œ œ œ œ œ œ œ Û Û Û Û Û Û Û Û ∑ œ œb œ œ œ œ œ 3 3 89 Û Û Û Û GH C◊ FH Bb◊
500,scale_degrees,"3
3
3",Û Û Û Û œ œ .œ œn œ œ œ œ Œ œ œn œ œ œn œ œ 3 œ œ œ œ ≈ œ œ œ œ œ œ œ œ œ 3 3 œ œ œ œ œn œ œ œ œ œ 3 3 3 œ œ œb œ œ œ œ# 3 œ œ œ œ œ- œ œ œb œ œ œ œ# 3 œ œ œ œ œ œ œ œ œ œ- 3 3 3 œ œ œb œ œ œ œ 3 Û Û
500,scale_degrees,"3
3
3",3 3 œ œ œ œ œn œ œ œ œ œ 3 3 3 œ œ œb œ œ œ œ# 3 œ œ œ œ œ- œ œ œb œ œ œ œ# 3 œ œ œ œ œ œ œ œ œ œ- 3 3 3 œ œ œb œ œ œ œ 3 Û Û Û Û Û œb œ œb œ œ- œ œ .œ œb œ œ œ œ œ œ œ œ ≈œ œ œ œb œb œ œn œ œ œn œ œ
500,scale_degrees,"3
3
3
3",œ œ œ œ œ œ œ ≈œ œ œ œb œb œ œn œ œ œn œ œ œ œ ≈œ œ œ œb œb œ œn œ œ œn ∑ œ œ œ œ œb œ œ œ œ œ œ œ 3 3 3 3 90 Û Û Û Û Û A-11 C-7 DH G-11 Bb-7 CH F f f f f ƒ f f ∑ Û Û ‰ J Û Û œ œ œ œ ≈œ œ œ œ œ œ œ œ
502,interval,A7,œ œ œ œ œ œ œ œ œ Jœ 98 ’ ’ ’ ’ ’ ’ ’ ’ ’ ’ ’ (sim.) B7sus4 A7sus4 P {H} F F Öcup Öto h^a^r^m^on Öto c^up ∑ ’ ’ ’ ’ ’ ’
503,interval,A7,’ ’ ’ ’ ’ ∑ .œ œ œ œ œ œ œ œ œ Jœ 100 ’ ’ ’ ’ ’ ’ ’ ’ ’ ’ ’ A7sus4 G7sus4 p P œ œ œ œ ‰ Jœ œ œ jœ ’ ’ ’ ’ ’ ’ ’ ’ ’ ’ ’
503,interval,A7,’ ∑ .œ œ œ œ œ œ œ œ œ Jœ 101 ’ ’ ’ ’ ’ ’ ’ ’ ’ ’ ’ B7sus4 A7sus4 p .œ œ œ œ œ œb œ œ œ jœ ’ ’ ’ ’ ’ ’ ’ ’ ’ ’ ’ ∑ œ œ
503,interval,A7,o) ∑ .œ œ œ œ œ œ œ œ œ Jœ 102 ’ ’ ’ ’ ’ ’ ’ ’ ’ ’ ’ (fill) A7sus4 G7sus4 P ’ ’ ’ ’ (ad lib solo w./alto sax ) ’ ’ ’ ’ (
516,interval,A7,’ ’ ’ ’ ’ ’ ∑ œ œ œ œ œ œ œ œ œ ’ ’ ’ ’ ’ ’ 43 ’ ’ ’ ’ ’ xœ A7sus4 G7sus4 f f f f f f F ’ ’ ’ ’ ’ ’ .˙ .˙ ∑ œ ‰ Jœ œ œ ‰
535,scale_degrees,"3
3
3",.˙n .˙ ∑ ∑ .˙ .˙ Œ œ œn œ œ œ œ œ ˙˙˙n ‰J œœœ œœœ ‰J œœœ œœœ œœœ œ œn œ œ œ œ œ œ œ œ œœ œ œ œ œ œ 3 3 3 142 ’ ’ ’ ’ ’ ’ F ∑ Ó Œ .œ Jœn œ œ .˙ .œn Jœ# œ œ Ó Œ .œ Jœ œ œ (tenor sax) .˙ Ó Œ œn œn œ œ œ
544,interval,A7,œ œ œ œ œ œœœ Û Û Û Û Û .| - 189 x x x x œ œ œ œ œ œ .˙ .˙ A7sus A7sus G7sus f f f f f f ∑ ’ ’ ’ ’ ’ ’ œn œn œn œn œn œ
544,interval,A7,œ œ œœœ Û Û Û Û Û .| - 189 x x x x œ œ œ œ œ œ .˙ .˙ A7sus A7sus G7sus f f f f f f ∑ ’ ’ ’ ’ ’ ’ œn œn œn œn œn œ œ ˙ œ
546,interval,A7,’ ’ ’ ’ ’ ’ ∑ œn ‰ Jœn ‰ Jœ œ œn œ ∑ 202 ’ ’ ’ ’ ’ ’ B7sus A7sus A7sus F F   DANCE OF KINNARI (SINGORA) 41 530
546,interval,A7,’ ’ ’ ∑ œn ‰ Jœn ‰ Jœ œ œn œ ∑ 202 ’ ’ ’ ’ ’ ’ B7sus A7sus A7sus F F   DANCE OF KINNARI (SINGORA) 41 530
547,interval,A7,’ ’ ’ ’ ’ ’ ’ ’ ’ ’ ’ ∑ œ ‰ Jœ ‰ Jœ œ œ œ ∑ 203 ’ ’ ’ ’ ’ ’ A7sus G7sus G7sus P P ∑ ’ ’ ’ ’ ’ ’ end solo ∑ ∑ ∑ œ# ‰ Jœ ‰
616,scale_degrees,"3
3
3",o fast) ’ ’ ’ ’ ’ ’ ’ 2 ’ ’ ’ ’ ’ ’ ’ 2 2 P f f P p f 2 œœ œ # w./ flutter tongue ¿ ¿ ¿ ¿ ¿ ¿ ‰ ¿ ¿ 3 3 3 slap tongue ’ ’ ’ ’ air sound (vary speed) ’ ’ ’ ’ 3 ’ ’ ’ ’ 3 f 3 3 4 ¿ ¿ ¿ ¿ ¿ ¿ ‰ ¿ ¿ 3 3 3
616,scale_degrees,"3
3
4",ter tongue ¿ ¿ ¿ ¿ ¿ ¿ ‰ ¿ ¿ 3 3 3 slap tongue ’ ’ ’ ’ air sound (vary speed) ’ ’ ’ ’ 3 ’ ’ ’ ’ 3 f 3 3 4 ¿ ¿ ¿ ¿ ¿ ¿ ‰ ¿ ¿ 3 3 3 œ æ( œ æ œ# æ œ# æ ) flutter tongue œ œ œb lip trill & scream (multiph
616,scale_degrees,"3
3
3",¿ ¿ 3 3 3 slap tongue ’ ’ ’ ’ air sound (vary speed) ’ ’ ’ ’ 3 ’ ’ ’ ’ 3 f 3 3 4 ¿ ¿ ¿ ¿ ¿ ¿ ‰ ¿ ¿ 3 3 3 œ æ( œ æ œ# æ œ# æ ) flutter tongue œ œ œb lip trill & scream (multiphonics may apply) ’ ’ ’ ’
625,interval,A7,œ ∑ 53 x x x x x x x x œ œ œ œ œ œ œ œ BbH B7sus D7sus AbH A7sus C7sus AbH A7sus C7sus œ œ œ œ ‰ Jœ œ œ œ œ œ œ# œ œ Û
625,interval,A7,x x x x œ œ œ œ œ œ œ œ BbH B7sus D7sus AbH A7sus C7sus AbH A7sus C7sus œ œ œ œ ‰ Jœ œ œ œ œ œ œ# œ œ Û Û Û Û ‰ jœ œ œ œ
625,interval,A7,œ ’ ’ ’ œ œ œ œ ∑ 54 x x x œ x x œ œ œ œ œ F#-11 B7sus E-11 A7sus E-11 A7sus > > > > > > > > > > >   EPILOGUE (PATCHIM)
625,interval,A7,œ œ ∑ 54 x x x œ x x œ œ œ œ œ F#-11 B7sus E-11 A7sus E-11 A7sus > > > > > > > > > > >   EPILOGUE (PATCHIM)   12 609
628,interval,A6,Û Û Û Û ’ ’ œ œ œ œ œ œ œ œ œ œ œ œ 66 x x jx x jx œ ‰ Jœ œ A6 G6 G6 w Œ œ œ œ œ œ œ ˙ œ œ œ œ œ œ ˙ œ œ œ œ œ œ œ œ œ œ
638,interval,A7,œ œ œ œ œ œ œ œ œ œ œ œ œ œ œ 120 x x x x x x x x x x .˙ ˙ A7sus D7sus A7sus D7sus A7sus d7sus A7sus d7sus f F P f f f
638,interval,A7,œ œ œ œ œ œ œ œ œ 120 x x x x x x x x x x .˙ ˙ A7sus D7sus A7sus D7sus A7sus d7sus A7sus d7sus f F P f f f f {G} f   EP
638,interval,A7,œ œ œ 120 x x x x x x x x x x .˙ ˙ A7sus D7sus A7sus D7sus A7sus d7sus A7sus d7sus f F P f f f f {G} f   EPILOGUE (PATC
638,interval,d7,120 x x x x x x x x x x .˙ ˙ A7sus D7sus A7sus D7sus A7sus d7sus A7sus d7sus f F P f f f f {G} f   EPILOGUE (PATCHIM)
638,interval,A7,x x x x x x x x x .˙ ˙ A7sus D7sus A7sus D7sus A7sus d7sus A7sus d7sus f F P f f f f {G} f   EPILOGUE (PATCHIM)   25 62
638,interval,d7,x x x x x x .˙ ˙ A7sus D7sus A7sus D7sus A7sus d7sus A7sus d7sus f F P f f f f {G} f   EPILOGUE (PATCHIM)   25 622
639,interval,A7,œ œ œ œ œ œ œ œ œ œ œ œ œ œ 121 x x x x x x œ œ œ œ œ œ œ œ A7sus D7sus A7sus D7sus A7sus D7sus A7sus D7sus F F ÖÜopen œ
639,interval,A7,œ œ œ œ œ œ œ œ 121 x x x x x x œ œ œ œ œ œ œ œ A7sus D7sus A7sus D7sus A7sus D7sus A7sus D7sus F F ÖÜopen œ œ œ œ œ œ œ
639,interval,A7,œ œ 121 x x x x x x œ œ œ œ œ œ œ œ A7sus D7sus A7sus D7sus A7sus D7sus A7sus D7sus F F ÖÜopen œ œ œ œ œ œ œ# œ œ# œ œ œ
639,interval,A7,x x x x œ œ œ œ œ œ œ œ A7sus D7sus A7sus D7sus A7sus D7sus A7sus D7sus F F ÖÜopen œ œ œ œ œ œ œ# œ œ# œ œ œ œ œ œ œ œ œ
645,interval,A1,∑ ∑ ∑ ∑ ∑ ∑ ∑ ’ ’ ’ ’ ’ ’ ’ ’ ’ ’ ’ ’ œ œ œ œ ∑ 159 ’ ’ ’ ’ A13sus A13sus A13sus ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ’ ’ ’ ’ ’ ’
645,interval,A1,∑ ∑ ∑ ’ ’ ’ ’ ’ ’ ’ ’ ’ ’ ’ ’ œ œ œ œ ∑ 159 ’ ’ ’ ’ A13sus A13sus A13sus ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ’ ’ ’ ’ ’ ’ ’ ’ ’
645,interval,A1,’ ’ ’ ’ ’ ’ ’ ’ ’ ’ ’ ’ œ œ œ œ ∑ 159 ’ ’ ’ ’ A13sus A13sus A13sus ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ’ ’ ’ ’ ’ ’ ’ ’ ’ ’ ’ ’ œ
656,interval,A7,∑ ’ ’ ’ ’ ’ ’ ’ ’ ’ ’ ’ ’ œ œ œ œ œ œ œ œ 223 ’ ’ ’ ’ B7sus A7sus A7sus A7sus ∑ ∑ ∑ ∑ ∑ ∑ ∑ ’ ’ ’ ’ ∑ ∑ ∑ ∑ ∑ ∑ ’ ’ ’ ’
656,interval,A7,’ ’ ’ ’ ’ ’ ’ ’ ’ ’ œ œ œ œ œ œ œ œ 223 ’ ’ ’ ’ B7sus A7sus A7sus A7sus ∑ ∑ ∑ ∑ ∑ ∑ ∑ ’ ’ ’ ’ ∑ ∑ ∑ ∑ ∑ ∑ ’ ’ ’ ’ ’ ’ ’
